ProjectDWID,ProjectID,ProjectName,ProgramGroup,StartDate,ProjectedCompletionDate,Counted Rental Units,Counted Homeownership Units,All Counted Units,TotalProjectUnits,CommercialSquareFootage,BorrowerLegalEntityName,GeneralContractorName,IsDavisBacon,IsSection220NYSLaborLaw
56497,66644,EBENEZER PLAZA PHASE 1B,Multifamily Finance Program,06/27/2019,,118,0,118,118,7308,EBENEZER PLAZA OWNER PHASE 1B LLC,PROCIDA CONSTRUCTION CORP.,No,No
56496,66645,PROJECT RENEWAL. 2880 JEROME AVE,Multifamily Finance Program,10/19/2022,,116,0,116,116,0,2880 JEROME AVENUE L.P.,"BRUNO FRUSTACI CONTRACTING, INC",No,No
56560,66651,FOXY.2016 ARTHUR AVENUE,Multifamily Finance Program,12/20/2018,06/29/2021,177,0,177,177,0,ARTHUR AVENUE APARTMENTS LLC,LENDLEASE CONSTRUCTION LMB INC.,Yes,No
56558,66653,CAMBER. 3-11 W118TH ST. VICTORY PLAZA,Multifamily Finance Program,12/27/2018,03/04/2021,136,0,136,136,0,VICTORY PLAZA OWNER LLC,FIFTH AVENUE BUILDERS LLC,Yes,No
56595,66669,645 BARRETTO STREET HDFC.GHPP.FY19,Multifamily Finance Program,04/11/2019,,7,41,48,48,0,645 BARRETTO STREET HOUSING DEVELOPMENT FUND CORPORATION,BUILDERS R US CONSTRUCTION CORPORATION,No,No
56596,66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,06/27/2019,,524,0,524,524,17852,JOE CENTRAL BROOKLYN LLC,NOTIAS CONSTRUCTION INC,No,No
56792,66720,J2,Multifamily Finance Program,12/24/2019,,408,0,408,543,6658,J2 OWNER LLC,ARTIMUS CONSTRUCTION,No,No
56822,66740,60 NORFOLK,Multifamily Finance Program,04/23/2021,,115,0,115,117,0,GO NORFOLK LLC,NO GENERAL CONTRACTOR,No,No
56838,66751,TWIN PARKS TERRACE,Multifamily Finance Program,12/29/2020,,182,0,182,182,10489,TWIN PARKS TERRACE LLC,JOY CONSTRUCTION CORP.,No,No
56924,66769,1414 CENTRAL AVENUE,Multifamily Finance Program,06/29/2018,,142,0,142,142,2453,1414 CENTRAL OWNER REALTY LLC,"REAL BUILDERS, INC",No,No
56985,66789,JOE UPTOWN LLC - PHASE 1.YR15.FY22,Multifamily Finance Program,06/30/2022,,116,0,116,116,1890,JOE UPTOWN LLC,"Shamas Contracting Co., Inc.",No,No
57006,66805,TRIPLE HDFC.HPO.FY19,Multifamily Finance Program,09/27/2018,10/11/2019,69,0,69,69,4400,BFC PARTNERS DEVELOPMENT LLC,NO GENERAL CONTRACTOR,No,No
57036,66807,EAST BROOKLYN NCP,Small Homes Program,09/25/2020,,42,0,42,42,0,CANNON HEYMAN & WEISS,MARCAL GROUP,No,No
57057,66834,EAST VILLAGE II HDFC.HUDMF.FY18,Multifamily Finance Program,06/29/2018,10/01/2020,91,0,91,91,3670,EAST VILLAGE I HOUSING DEVELOPMENT FUND CORPORATION,CDC CONSTRUCTION & SUBSIDIARY,No,No
57103,66858,50 PENN,Multifamily Finance Program,04/26/2019,,218,0,218,218,22326,50 PENN LLC,MEGA CONTRACTING GROUP LLC,No,No
57143,66879,COMPASS 6,Multifamily Finance Program,12/17/2020,,261,0,261,261,0,COMPASS JV SIX LLC,NO GENERAL CONTRACTOR,No,No
57174,66903,INWOOD LIBRARY,Multifamily Finance Program,04/29/2021,,174,0,174,174,0,THE ELIZA APARTMENTS LLC,"MEGA CONTRACTING GROUP, LLC",No,No
57173,66904,LOGAN FOUNTAIN,Multifamily Finance Program,06/16/2022,,174,0,174,174,7677,LOGAN FOUNTAIN OWNER LLC,BROADWAY BUILDERS LLC,No,No
57185,66909,111 WILLOW AVENUE,Multifamily Finance Program,06/30/2021,,133,0,133,133,9754,WILLOW OWNER LLC,Summit JV LLC,No,No
57218,66928,HELP. 282 HINSDALE STREET. 515 BLAKE AVENUE BUILDING B,Multifamily Finance Program,12/08/2021,,71,0,71,71,0,HELP HINSDALE B LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
57217,66929,9 ARGYLE ROAD HDFC.GHPP.FY19,Multifamily Finance Program,12/18/2018,,0,12,12,12,0,9 ARGYLE ROAD HDFC,HFH NYC GC LLC,No,No
57247,66940,340 SOUTH THIRD STREET HDFC.GHPP.FY21,Multifamily Finance Program,12/28/2020,,41,0,41,41,0,340 SOUTH THIRD STREET HOUSING DEVELOPMENT FUND CORPORATION,JIMMY G CONSTRUCTION CORP,No,No
57312,66970,HUNTERS POINT SOUTH PARCELS F AND G,Multifamily Finance Program,12/20/2019,09/20/2022,849,0,849,1132,9120,GOTHAM POINT,GILBANE BUILDING CO,No,No
57305,66982,HIGHBRIDGE OWNER LLC.HUDMF.FY19,Multifamily Finance Program,11/30/2018,03/04/2020,0,0,,335,3250,HIGHBRIDGE OWNER LLC,APEX BUILDING GROUP,Yes,No
57367,67005,IMPACCT BK. 776-780 MYRTLE AVE,Multifamily Finance Program,12/22/2022,,60,0,60,60,3046,IMPACCT MYRTLE RESIDENCES L.P.,MEGA CONTRACTING GROUP LLC,No,No
20365,67079,LOCUST MANOR FAMILY,Multifamily Incentives Program,07/31/2013,06/13/2016,0,0,,54,0,Locust Manor Family Limited Partnership,"D & F Construction Group, Inc.",No,No
57657,67125,IMPACCT. 811-817 LEXINGTON AVENUE,Multifamily Finance Program,05/11/2021,,64,0,64,64,0,PRATT AREA COMMUNITY COUNCIL INC,PROCIDA CONSTRUCTION CORP.,Yes,No
57668,67129,TSINY. 161-01 89TH AVENUE. MONICA HOUSE,Multifamily Finance Program,06/28/2019,,70,0,70,70,0,TSINY 89TH AVENUE LP,"RACANELLI CONSTRUCTION COMPANY, INC.",No,No
57669,67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,Multifamily Finance Program,12/18/2019,,245,0,245,245,35596,1159 RIVER COMMERCIAL BORROWER LLC,JOY CONSTRUCTION CORP.,No,No
57719,67154,2126 MAPES AVENUE,Small Homes Program,06/26/2019,01/13/2021,30,0,30,30,0,BRONX PRO REAL ESTATE MANAGEMENT,HOMEBUILDERS I L P,No,No
57792,67200,WEEKSVILLE,Small Homes Program,08/19/2022,,45,0,45,45,0,BEECH SET OWNER LLC,BEECHWOOD WEEKSVILLE CONTRACTING LLC,No,No
58027,67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),Multifamily Finance Program,12/30/2019,,316,0,316,316,13454,FRV PHASE 2 LIHTC LLC,LETTIRE CONSTRUCTION CORP.,No,No
58028,67287,WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,Multifamily Finance Program,06/28/2019,05/09/2022,63,0,63,63,0,"ROCKAWAY SOUTH, L.P.",MONADNOCK CONSTRUCTION,No,No
58137,67357,993-995 UNION AVENUE CLUSTER,Multifamily Finance Program,12/22/2020,,2,69,71,71,0,LONG UNION DEVELOPERS LLC,AVANTE CONTRACTING CORP.,No,No
58162,67367,BEACH 21ST STREET,Multifamily Finance Program,12/20/2019,,224,0,224,224,21231,BEACH 21ST ST LIMITED PARTNERSHIP,MEGA CONTRACTING GROUP LLC,No,No
58386,67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,09/06/2019,12/17/2021,90,0,90,90,2656,ST. ANN'S APARTMENTS LLC,TB MANAGEMENT LLC,No,No
58387,67442,505 WEST 134 STREET CLUSTER,Multifamily Finance Program,03/22/2022,,0,69,69,69,0,HIRSCHEN SINGER & EPSTEIN LLP,ELH CONSTRUCTION CO LLC,No,No
58384,67443,906 ROCKAWAY AVE.GHPP.FY22,Multifamily Finance Program,06/10/2022,,6,0,6,6,0,3ADALEY LLC,BUILDERS R US CONSTRUCTION CORPORATION,No,No
58404,67458,RB HARMAN HDFC.GHPP.FY19,Multifamily Finance Program,06/24/2019,,18,0,18,18,0,JOE RISEBORO HARMAN STREET LLC,Ambrosino Construction,No,No
58406,67459,5 TELLERS HDFC INC.GHPP.FY19,Multifamily Finance Program,06/27/2019,,42,0,42,42,0,"5 TELLERS ASSOCIATES, LP",VOLMAR CONSTRUCTION,No,No
58429,67462,368 E 8TH ST HDFC.GHPP.FY19,Multifamily Finance Program,06/20/2019,,2,27,29,29,4682,TENANTS OF 368 E 8TH STREET,PLANET CONSTRUCTION DEVELOPMENT CORP.,No,No
58447,67478,AHC HOMES HDFC.YR15.FY21,Multifamily Finance Program,06/29/2021,,342,0,342,342,11056,AHC HDFC,NOTIAS CONSTRUCTION INC,No,No
58484,67494,PROJECT HOSPITALITY. 221 PORT RICHMOND AVE,Multifamily Finance Program,11/04/2019,10/31/2022,48,0,48,48,0,1546 CASTLETON OWNER LLC,BROADWAY BUILDERS LLC,No,No
58497,67504,HP W 48 HDFC.HUDMF.FY19,Multifamily Finance Program,08/30/2019,,54,0,54,54,0,414 WEST 48TH OWNER LLC,FSC D&C LLC,No,No
58561,67522,HSI. 213 EAST 203RD STREET,Multifamily Finance Program,07/25/2019,04/20/2022,108,0,108,108,0,BEDFORD 203 LP,PROCIDA CONSTRUCTION CORP.,No,No
58562,67523,SUS. 1769 JEROME AVE,Multifamily Finance Program,06/27/2019,,175,0,175,175,7003,JEROME 1769 OWNER LLC,LENDLEASE CONSTRUCTION LMB INC.,No,No
58813,67577,ESPLANADE GARDENS INCORPORATED.PLP.FY19,Multifamily Finance Program,12/27/2018,,0,1872,1872,1872,14250,ESPLANADE GARDENS INC,AM&G WATERPROOFING LLC,No,No
58831,67583,URBAN BLDRS COLLABORATIVE. SUMNER HOUSES,Multifamily Finance Program,06/29/2021,,190,0,190,190,0,SUMNER SENIOR PARTNERS LLC,LETTIRE CONSTRUCTION CORP,Yes,No
58865,67599,CONFIDENTIAL,Multifamily Finance Program,12/17/2020,,171,0,171,171,0,MELROSE NORTH LLC,HOMEBUILDERS I L P,No,No
58920,67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,Multifamily Finance Program,11/14/2019,02/17/2022,115,0,115,115,1900,BK WESTCHESTER HOME STREET LLC,A.A.D. CONSTRUCTION CORP,No,No
59173,67636,2BT HDFC.YR15.FY19,Multifamily Finance Program,06/27/2019,,198,0,198,198,0,"TWO BRIDGESET ASSOCIATES, L.P.",JS MAINTENANCE OF NY,No,No
59234,67672,TBX1004 - FORDHAM BEDFORD - PARK GATES,Multifamily Finance Program,11/13/2020,,75,0,75,75,0,PARK GATES LLC,NOTIAS CONSTRUCTION INC,No,No
59341,67691,CATHOLIC CHARITIES. 23-11 31ST ROAD. CATHERINE SHERIDAN II,Multifamily Finance Program,06/18/2020,02/15/2022,103,0,103,103,0,SHERIDAN II LLC,"MONADNOCK CONSTRUCTION, INC.",Yes,No
59401,67720,RISEBORO. 37 HILLSIDE AVENUE,Multifamily Finance Program,08/20/2020,,164,0,164,164,0,37 HILLSIDE OWNERS LLC,MEGA CONTRACTING GROUP LLC,Yes,No
59446,67746,WILLIAM R ANDERSON HDFC.GHPP.FY21,Multifamily Finance Program,12/30/2020,,32,0,32,32,1247,WILLIAM R. ANDERSON HDFC,AP. TEK RESTORATION INC.,No,No
59445,67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multifamily Finance Program,06/19/2019,,0,41,41,41,0,JENNINGS TERRACE GARDENS HOUSING DEVELOPMENT FUND CORPORATION,"Shamas Contracting Co., Inc.",No,No
59517,67788,PCMH. 972 WASHINGTON AVE,Multifamily Finance Program,11/06/2019,03/14/2022,107,0,107,107,0,"PCMH WASHINGTON AVENUE, L.P.",PENTA RESTORATION CORP,No,No
59538,67806,FAC RENAISSANCE LP.YR15.FY21,Multifamily Finance Program,11/02/2020,01/20/2023,0,0,,64,810,FAC RENAISSANCE L.P.,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
59685,67890,HARLEN HDFC.HUD MF.FY 20,Multifamily Finance Program,10/11/2019,03/14/2022,214,0,214,214,0,HARLEN HOUSING PRESERVATION LLC,FSC D&C LLC,No,No
59687,67895,CLINTON TOWERS HOUSING CO INC.PLP.FY22,Multifamily Finance Program,12/30/2021,,0,396,396,396,18869,"CLINTON TOWERS HOUSING CO., INC.","JC ELITE CONSTRUCTION SERVICES, LLC",No,No
59689,67898,XENOLITH. 1810 WATSON AVENUE.SOTOMAYOR,Multifamily Finance Program,06/24/2021,,205,0,205,205,0,CASA CELINA LLC,Mountco Construction,Yes,No
59686,67899,BLUE SEA. 223 LINDEN STREET. LINDEN GROVE,Multifamily Finance Program,06/30/2022,,153,0,153,153,0,BUSHWICK SENIOR HOUSING LLC,PROMETHEAN BUILDERS LLC,Yes,No
59751,67910,GOUVERNEUR GARDENS.PLP.FY21,Multifamily Finance Program,06/30/2021,,0,782,782,782,9860,GOUVERNEUR GARDEN HOUSING CORP,XINOS CONSTRUCTION CORP,No,No
59841,67960,1120 WHEELER AVE.GHPP.FY20,Multifamily Finance Program,11/25/2019,,4,0,4,4,0,AUDELLE BODIE,INVENTIVE BUILDERS & GENERAL,No,No
59924,67981,GRAND STREET GUILD,Multifamily Finance Program,06/28/2022,,232,0,232,232,0,ATTORNEY STREET ASSOCIATES LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
59953,67991,TQN1003 ROCKAWAY III A,Multifamily Finance Program,04/29/2021,11/07/2022,42,0,42,42,0,ROCKAWAY III LLC,MDG Design & Construction,No,No
60070,68073,3815 PUTNAM AVENUE WEST.HPO.FY19,Multifamily Finance Program,05/29/2019,,90,0,90,90,3314,PUTNAM DEEGAN LP,S&Z CONSTRUCTION CORPORATION,No,No
60155,68080,980 WESTCHESTER AVE.,Multifamily Finance Program,12/20/2019,08/15/2022,151,0,151,151,0,980 WESTCHESTER OWNER LLC,BOLIVAR BUILDERS LLC,No,No
60285,68108,LINDEN TERRACE BUILDING 3,Multifamily Finance Program,12/22/2021,,156,0,156,156,0,LINDEN TERRACE III MOD LLC,"REAL BUILDERS, INC",No,No
60316,68125,CUCS. 711 EAST 211TH ST AND 718 EAST 212TH ST.,Multifamily Finance Program,12/17/2020,,170,0,170,170,0,211 RESIDENTIAL PARTNERS LLC,L&M GROUP BUILDERS LLC,No,No
60333,68132,DOUGLASTON. 2856 WEBSTER AVENUE,Multifamily Finance Program,12/17/2020,,188,0,188,188,12787,JELB WEBSTER SENIOR LLC,J E LEVINE BUILDER INC,Yes,No
60344,68134,HCCI 144 STREET HDFC.HUDMF.FY22,Multifamily Finance Program,06/29/2022,,60,0,60,60,0,HCCI 144 STREET HDFC,NO GENERAL CONTRACTOR,No,No
60446,68160,O+O. 1611 & 1701 PURDY STREET. PARKCHESTER GARDENS,Multifamily Finance Program,12/17/2020,,221,0,221,221,0,PPC PURDY LLC,ANDRON CONSTRUCTION CORP.,Yes,No
60605,68188,WEST 141ST STREET CLUSTER.PILLARS.FY20,Multifamily Finance Program,12/30/2019,07/28/2021,89,0,89,89,0,MONAD PILLARS I LLC,PYRAMID ETC COMPANIES LLC,No,No
60646,68192,1850 SECOND AVENUE SERVICES CORPORATION.HRP.FY21,Multifamily Finance Program,11/24/2020,,0,0,,49,2000,1850 Second Ave Services Corporation,JIMCO RENOVATION CORP,No,No
60659,68196,JOE INTERVALE.YR15.FY21,Multifamily Finance Program,04/30/2021,,112,0,112,112,2801,JOE INTERVALE GP LLC,"PROJECT EYE CONSULTANTS, INC.",No,No
60695,68210,COMUNILIFE. 3395-3401 THIRD AVENUE,Multifamily Finance Program,12/18/2019,08/08/2022,148,0,148,148,0,"COMUNILIFE THIRD AVENUE, L.P.",MEGA CONTRACTING GROUP LLC,No,No
60694,68211,HALLETTS POINT 7,Multifamily Incentives Program,06/25/2019,,162,0,162,163,0,Halletts Building 7 SPE LLC,CNY CONSTRUCTION HP7 LLC,No,No
60739,68231,MMN1902 - LEMLE WEST 117 STREET,Multifamily Finance Program,09/30/2020,,41,0,41,41,0,117 PRESERVATION OWNER LLC,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
61009,68296,EVERGREEN AND TIEBOUT LLC.PILLARS.FY21,Multifamily Finance Program,10/13/2020,06/03/2022,118,0,118,118,0,EVERGREEN TIEBOUT LLC,ELH CONSTRUCTION CO LLC,No,No
61155,68351,1414 WALTON LLC.PILLARS.FY21,Multifamily Finance Program,10/06/2020,06/03/2022,60,0,60,60,0,1414 WALTON LLC,ELH CONSTRUCTION CO LLC,No,No
61178,68387,LIND RIC HOUSING.HRP.FY20,Multifamily Finance Program,03/10/2020,09/03/2021,0,0,,172,0,LIND-RIC HOUSING CO INC,LAWRENCE EXTERIOR RESTORATION CORP.,No,No
61223,68405,CG TRIO LLC.PILLARS.FY21 (CARROLL GARDENS),Multifamily Finance Program,10/14/2020,,31,0,31,31,750,CG TRIO LLC,ELH Management,No,No
61228,68409,55-61 SUMMIT,Multifamily Incentives Program,11/25/2020,,0,5,5,9,0,"JEFFREY ZWICK & ASSOCIATES, PC",RJ CAPITAL CONSTRUCTION LTD,No,No
61376,68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,Multifamily Finance Program,12/27/2019,,1527,0,1527,1527,17878,LINDEN PLAZA PRESERVATION LP,NO GENERAL CONTRACTOR,No,No
61378,68433,GODDARD RIVERSIDE.HRP.FY20,Multifamily Finance Program,11/14/2019,,0,194,194,194,16363,GR HOUSING CORP,ROTAVELE ELEVATOR,No,No
61377,68434,2629 SEDGWICK AVE.GHPP.FY21,Multifamily Finance Program,04/16/2021,,0,0,,30,0,SEDGWICK AVENUE DIGNITY DEVELOPERS,"Shamas Contracting Co., Inc.",No,No
61558,68458,LANTERN. 437 EUCLID AVE,Multifamily Finance Program,06/24/2022,,135,0,135,135,3003,EUCLID GLENMORE LLC,MEGA CONTRACTING GROUP LLC,No,No
61560,68462,BEACH GREEN DUNES 3,Multifamily Finance Program,12/19/2022,,146,0,146,146,2092,BGD III ONWERS LLC,L&M GROUP BUILDERS LLC,No,No
61557,68465,CONFIDENTIAL,Multifamily Finance Program,12/14/2021,,0,0,,0,0,RISE ARVERNE EAST INC,CONGRESS BUILDERS LLC,No,No
61684,68496,FAIRSTEAD. 117 W 79 ST,Multifamily Finance Program,10/16/2020,01/13/2023,78,0,78,78,0,PARK 79 PRESERVATION LP,FSC D&C LLC,Yes,No
61685,68497,HELP. 1210 SIMPSON STREET. HOME SIMPSON,Multifamily Finance Program,10/22/2020,,72,0,72,72,0,HOME SIMPSON LLC,APEX BUILDING COMPANY INC.,No,No
61816,68530,COOP CITY.HRP.FY20,Multifamily Finance Program,03/30/2020,,0,15372,15372,15372,1488023,RIVERBAY CORPORATION,"R. ACEVEDO GENERAL CONTRACTING, INC.",No,No
61835,68542,CHATTERTON.HRP.FY20,Multifamily Finance Program,12/12/2019,,0,133,133,133,0,"CHATTERTON TERRACE, INC.","QUALITY BUILDING CONSTRUCTION, LLC",No,No
61924,68567,ASTORIA TOWERS.HPO.FY21,Multifamily Finance Program,04/28/2021,,62,0,62,62,0,ASTORIA TOWERS HDFC,ASTORIA TOWERS CONSTRUCTION LLC,No,No
61959,68572,CONCERN FOR INDEPENDENT LIVING. 2337 PITKIN AVENUE,Multifamily Finance Program,06/22/2021,,58,0,58,58,0,CONCERN PITKIN LLC,PENTA,No,No
62189,68665,RIVERBEND COOP.HRP.FY21,Multifamily Finance Program,06/23/2021,,0,0,,626,32920,RIVERBEND HOUSING CO INC,AM&G WATERPROOFING LLC,No,No
62353,68726,SOUTHERN & WILLIS.YR15.FY23,Multifamily Finance Program,11/16/2022,,76,0,76,76,2990,651 SOUTHERN ASSOCIATES L.P.,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
62356,68733,OAK HALL.HRP.FY21,Multifamily Finance Program,12/14/2020,,74,0,74,74,0,"BROOKLYN COMMUNITY HOUSING AND SERVICES, INC.",NO GENERAL CONTRACTOR,No,No
62375,68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,Multifamily Finance Program,12/17/2020,,323,0,323,323,0,CHV BEDFORD PARK L.P.,BOLIVAR BUILDERS LLC,No,No
62511,68766,GEEL. 3095.3101 WEBSTER AVENUE,Multifamily Finance Program,06/17/2022,,116,0,116,116,0,GEEL WEBSTER AVENUE L.P.,J. Pilla Contracting,No,No
62658,68781,WELLLIFE. 80-97 CYPRESS AVENUE,Multifamily Finance Program,09/17/2020,05/20/2022,66,0,66,66,0,"CYPRESS AVENUE APARTMENTS, LLC","L. RISO & SONS CO., INC.",No,No
62670,68782,PRATT TOWERS INC.PLP.FY21,Multifamily Finance Program,12/10/2020,,0,327,327,327,1610,PRATT TOWERS INCORPROATED,XINOS CONSTRUCTION CORP,No,No
62751,68803,TURIN HOUSE HDFC.PLP.FY22,Multifamily Finance Program,03/11/2022,,0,189,189,189,9095,TURIN HDFC,CENTRAL CONSTRUCTION MANAGEMENT LLC,No,No
62753,68810,215 AUDUBON AVENUE HDFC.GHPP.FY20,Multifamily Finance Program,12/02/2019,,47,0,47,47,0,215 AUDUBON AVENUE HDFC,A.A.D. CONSTRUCTION CORP.,No,No
62760,68815,PROSPECT TRIANGLE.YR15.FY22,Multifamily Finance Program,06/30/2022,,124,0,124,124,6620,PROSPECT TRIANGLE HDFC,DELUXE CONSTRUCTION & RESTORATION CORP,No,No
62838,68831,BANANA KELLY. BK CLUSTER. JOE NYC,Other,05/13/2021,,83,0,83,83,5386,JOE NYC CLUSTER LLC,CONROCK CONSTRUCTION LLC,No,No
62837,68832,HELP USA.HELP CLUSTER.NR REHAB,Other,07/08/2021,,94,0,94,94,0,HELP CLUSTERS HOUSING DEVELOPMENT FUND CORPORATION,A.A.D. CONSTRUCTION CORP.,No,No
62840,68833,SETTLEMENT. SHF CLUSTER. NR REHAB,Other,09/22/2022,,228,0,228,228,0,1415 WYTHE HOUSING DEVELOPMENT FUND CORP.,AVANTE CONTRACTING CORP,No,No
62960,68867,THE PEARL,Small Homes Program,01/26/2021,,20,0,20,20,0,THE NORTHERN LAW GROUP PC,BOROUGH CONSTRUCTION GROUP,No,No
63055,68890,VILLAGE EAST TOWERS.HRP.FY20,Multifamily Finance Program,03/24/2021,,0,0,,434,13179,"Village East Towers, Inc.",CENTURY ELEVATOR MAINTENANCE CORPORATION,No,No
63209,68944,TQN1001 - 45-14 42ND STREET - UHAB,Multifamily Finance Program,06/24/2022,,20,0,20,20,0,UHAB SPE1 HDFC,R&S CONSTRUCTION CORP,No,No
63255,68962,ELMCOR. 104-10 & 12 NORTHERN BLVD,Multifamily Finance Program,01/13/2022,,30,0,30,30,0,ELMCOR HOUSING DEVELOPMENT FUND CORPORATION,PENTA,No,No
63265,68968,EVERLASTING PINES HDFC,Multifamily Finance Program,07/01/2021,,88,0,88,88,0,"EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY, INC.",SAGE BUILDERS CORP,No,No
63368,69042,DUNN. 401 CHESTER STREET. MARCUS GARVEY SENIORS,Multifamily Finance Program,04/29/2021,,157,0,157,157,0,SIMBA SIMBI LLC,"MEGA CONTRACTING GROUP, LLC",Yes,No
63384,69099,VOA. 1746 ANDREWS AVENUE SOUTH,Multifamily Finance Program,03/31/2022,,118,0,118,118,0,ANDREWS AVENUE SOUTH L.P.,PROCIDA CONSTRUCTION CORP.,Yes,No
63496,69140,FORDHAM BEDFORD.FB CLUSTER.NR REHAB,Other,06/25/2021,,115,0,115,115,0,MOSHOLU CONCOURSE HOUSING DEVELOPMENT FUND CORPORATION,NOTIAS CONSTRUCTION INC,No,No
63598,69178,840-50 ST MARKS AVE HDFC.HRP.FY22,Multifamily Finance Program,12/22/2021,,1,54,55,55,0,840-50 ST MARKS AVENUE HOUSING DEVELOPMENT FUND CORPORATION,BUILDERS R US CONSTRUCTION CORPORATION,No,No
63658,69217,SAMARITAN. SDV CLUSTER. NR REHAB,Other,06/30/2022,,126,0,126,126,790,SDF EAST 243RD STREET HOUSING DEVELOPMENT FUND CORPORATION,PROCIDA CONSTRUCTION CORP.,No,No
63660,69218,MHANY. MHANY CLUSTER. JOE NYC,Other,12/29/2021,,48,0,48,48,0,JOE MHANY CLUSTER LLC,"PROJECT EYE CONSULTANTS, INC.",No,No
63711,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,12/30/2021,,219,0,219,219,7050,CARROLL-BURKE HDFC,NOTIAS CONSTRUCTION INC,No,No
63739,69259,SUS. 1600 GRAND AVE. STARHILL PHASE I,Multifamily Finance Program,06/16/2022,,326,0,326,326,0,STARHILL PHASE I OWNER LLC,HOME BUILDERS 1 L.P.,No,No
63785,69280,1898 HARRISON AVENUE.GHPP.FY21,Multifamily Finance Program,06/30/2021,,54,0,54,54,0,BP NEW BUILDING LLC,HOMEBUILDERS I L P,No,No
63796,69286,BELMONT DANIEL.HPO.FY20,Multifamily Finance Program,07/02/2020,03/11/2021,112,0,112,112,0,BELMONT DANIEL LP,NO GENERAL CONTRACTOR,No,No
63795,69287,TRINITY HOUSE,Multifamily Finance Program,10/12/2022,,161,0,161,200,0,TRINITY HOUSING CORPORATION,PYRAMID ETC COMPANIES LLC,No,No
63854,69305,3415 KNOX PLACE.GHPP.FY21,Multifamily Finance Program,12/31/2020,,25,0,25,25,0,3415 KNOX PLACE LLC,Galaxy,No,No
64008,69402,FOO.20-50 NAMEOKE AVENUE,Multifamily Finance Program,10/28/2021,,117,0,117,117,0,FEDERATION NAMEOKE APARTMENTS,MEGA CONTRACTING GROUP LLC,No,No
64110,69439,BRC. 330 EAST 4TH ST.CLYDE BURTON (PART II),Multifamily Finance Program,12/18/2019,09/21/2021,0,0,,33,0,HIRSCHEN SINGER & EPSTEIN LLP,DINACO CONTRACTING CORPORATION,No,No
64117,69440,INDEPENDENCE HOUSE.PLP.FY22 (RESO-A),Multifamily Finance Program,06/28/2022,,0,0,,120,3167,IH ASSOCIATES LLC,A.A.D. CONSTRUCTION CORP.,No,No
64118,69441,WFHA BROOKLYN LP.YR15.FY21,Multifamily Finance Program,03/31/2021,,240,0,240,240,4443,WFHA BROOKLYN LP,APEX BUILDING COMPANY INC.,No,No
64352,69479,SCHEUER HOUSE OF MANHATTAN BEACH,Multifamily Finance Program,11/18/2021,11/18/2021,150,0,150,150,0,MANHATTAN BEACH SENIOR HOUSING L.P.,NO GENERAL CONTRACTOR,No,No
64350,69490,HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21,Multifamily Finance Program,10/16/2020,07/14/2021,514,0,514,679,13775,109TH AFFORDABLE HOUSING LLC,NO GENERAL CONTRACTOR,No,No
64391,69505,COMUNILIFE. 171 THROOP AVE. WOODHULL II,Multifamily Finance Program,11/04/2022,,93,0,93,93,0,COMUNILIFE,LETTIRE CONSTRUCTION CORP,No,No
64448,69542,HELP. 273 SNEDIKER AVENUE. 515 BLAKE AVENUE BUILDING A,Multifamily Finance Program,12/22/2021,,184,0,184,184,1745,HELP SUTTER A LLC,MONADNOCK CONSTRUCTION INC,No,No
64537,69567,ASLAND CAPITAL. 1940 TURNBULL AVE. PL SARA,Multifamily Finance Program,03/31/2022,,154,0,154,154,0,PI SARA LLC,CONSIGLI CONSTRUCTION CO. LLC,Yes,No
64597,69591,GREENPOINT LANDING H1H2,Multifamily Finance Program,06/24/2021,,374,0,374,374,7636,HIH2 GPL OWNER LLC,"MONADNOCK CONSTRUCTION, INC",No,No
64656,69619,THE HART - VITAL BROOKLYN RFP SITE C INTERFAITH BROADWAY,Multifamily Incentives Program,02/10/2022,,8,0,8,57,0,CHV 1038 BROADWAY L.P.,BOLIVAR BUILDERS LLC,No,No
64666,69620,1184 RIVER PHASE 2,Multifamily Finance Program,11/04/2021,,250,0,250,250,19851,MCCLELLAN APTS LLC,JOY CONSTRUCTION CORP.,No,No
64713,69633,CADMAN TOWERS INC.PLP.FY21,Multifamily Finance Program,06/29/2021,,0,0,,422,35807,CADMAN TOWERS INC,STRUCTURAL PRESERVATION SYSTEMS,No,No
