ProjectID,BuildingID,AffordabilityBand,TotalUnits
54984,43339,Very Low Income,15
55026,85470,Low Income,7
55026,85470,Middle Income,2
55026,85470,Other,1
55026,85467,Low Income,7
55026,85467,Middle Income,3
55026,86506,Low Income,20
55026,86506,Middle Income,8
55026,86506,Other,1
55026,86506,Very Low Income,1
55026,86493,Low Income,6
55026,86493,Very Low Income,2
55026,53587,Low Income,7
55026,53587,Very Low Income,1
55026,109998,Low Income,11
55026,109998,Middle Income,2
55026,109998,Very Low Income,5
55026,86507,Low Income,19
55026,86507,Middle Income,2
55026,86507,Very Low Income,4
55036,968113,Extremely Low Income,10
55036,968113,Low Income,34
55036,968113,Other,1
55036,965812,Extremely Low Income,7
55036,965812,Low Income,31
55050,966963,Extremely Low Income,49
55050,966963,Low Income,114
55050,966963,Other,1
55073,957491,Not Applicable,276
55073,811209,Not Applicable,216
55073,848968,Not Applicable,216
55073,633573,Not Applicable,276
55073,691523,Not Applicable,276
55073,811203,Not Applicable,276
55073,889319,Not Applicable,216
55216,811267,Middle Income,231
55216,811270,Middle Income,229
55216,811268,Middle Income,231
55216,811269,Middle Income,229
55216,633610,Middle Income,229
55219,222987,Low Income,47
55219,222987,Very Low Income,74
55219,221260,Low Income,111
55219,221260,Other,1
55219,221260,Very Low Income,189
55223,979051,Low Income,56
55223,979051,Other,1
55249,972215,Low Income,82
55249,972215,Other,1
55249,972215,Very Low Income,50
55249,989851,Extremely Low Income,45
55249,989851,Low Income,136
55263,966134,Extremely Low Income,8
55263,966134,Low Income,38
55263,966134,Other,1
55263,966134,Very Low Income,20
55264,966135,Extremely Low Income,36
55264,966135,Low Income,83
55264,966135,Other,1
55396,746078,Extremely Low Income,429
55396,746078,Low Income,107
55403,42693,Low Income,98
55428,64060,Low Income,207
55428,10709,Low Income,24
55428,11879,Low Income,269
55428,20311,Low Income,42
55428,306316,Low Income,251
55428,306316,Other,1
55428,805037,Low Income,80
55431,64661,Moderate Income,13
55431,110199,Moderate Income,50
55431,806679,Moderate Income,40
55431,79220,Moderate Income,49
55431,110203,Moderate Income,43
55431,110204,Moderate Income,43
55431,806947,Moderate Income,36
55431,110200,Moderate Income,43
55431,109774,Moderate Income,44
55433,47173,Moderate Income,116
55437,966924,Low Income,75
55437,966924,Middle Income,181
55437,966924,Moderate Income,26
55437,966924,Other,1
55437,966924,Very Low Income,15
55464,47164,Moderate Income,100
55467,809867,Low Income,80
55467,809867,Middle Income,66
55467,809867,Other,1
55479,720538,Moderate Income,100
55500,1869,Low Income,92
57533,355186,Extremely Low Income,3
57533,355186,Low Income,6
57533,355186,Other,1
57533,355186,Very Low Income,229
57536,930918,Not Defined,21
57536,931118,Not Defined,20
57536,906101,Not Defined,20
57668,990453,Extremely Low Income,119
57668,985850,Extremely Low Income,56
57702,826115,Not Defined,15
57772,967357,Extremely Low Income,80
57772,967356,Extremely Low Income,80
57772,967356,Other,1
58015,966812,Extremely Low Income,37
58015,966812,Low Income,88
58015,966812,Other,1
58235,104376,Extremely Low Income,60
58235,104376,Other,1
58302,65391,Extremely Low Income,2
58302,65391,Other,1
58302,65391,Very Low Income,6
58324,809070,Not Defined,174
58325,348491,Not Applicable,189
58325,348491,Other,1
58388,970697,Extremely Low Income,80
58388,970697,Other,1
58450,119065,Extremely Low Income,1
58450,119065,Low Income,34
58450,119065,Moderate Income,1
58450,119065,Very Low Income,35
58450,115656,Extremely Low Income,4
58450,115656,Low Income,18
58450,115656,Very Low Income,27
58450,115645,Extremely Low Income,2
58450,115645,Low Income,49
58450,115645,Moderate Income,1
58450,115645,Other,1
58450,115645,Very Low Income,53
58450,115650,Extremely Low Income,5
58450,115650,Low Income,43
58450,115650,Moderate Income,3
58450,115650,Very Low Income,45
58450,119052,Low Income,21
58450,119052,Moderate Income,2
58450,119052,Very Low Income,31
58450,119047,Extremely Low Income,2
58450,119047,Low Income,31
58450,119047,Very Low Income,35
58450,119064,Extremely Low Income,1
58450,119064,Low Income,23
58450,119064,Very Low Income,26
58450,115648,Extremely Low Income,1
58450,115648,Low Income,37
58450,115648,Moderate Income,2
58450,115648,Very Low Income,53
58450,119055,Low Income,13
58450,119055,Moderate Income,1
58450,119055,Very Low Income,16
58450,115649,Extremely Low Income,2
58450,115649,Low Income,23
58450,115649,Other,1
58450,115649,Very Low Income,29
58450,119056,Extremely Low Income,2
58450,119056,Low Income,20
58450,119056,Moderate Income,2
58450,119056,Very Low Income,30
58450,115652,Extremely Low Income,1
58450,115652,Low Income,28
58450,115652,Moderate Income,3
58450,115652,Other,1
58450,115652,Very Low Income,27
58450,115653,Extremely Low Income,1
58450,115653,Low Income,21
58450,115653,Very Low Income,26
58450,115643,Extremely Low Income,1
58450,115643,Low Income,32
58450,115643,Very Low Income,26
58479,989177,Moderate Income,8
58479,989179,Moderate Income,8
58479,989182,Moderate Income,4
58479,989178,Moderate Income,8
58479,989181,Moderate Income,4
58479,989176,Moderate Income,8
58479,996069,Moderate Income,8
58479,996071,Moderate Income,8
58479,996070,Moderate Income,8
58479,996068,Moderate Income,8
58480,973555,Low Income,169
58480,973555,Moderate Income,42
58480,973555,Other,1
58548,348484,Not Applicable,90
58555,965967,Moderate Income,3
58555,927165,Moderate Income,3
58555,965966,Moderate Income,3
58555,927741,Moderate Income,3
58555,927966,Moderate Income,3
58555,927146,Moderate Income,3
58555,927610,Moderate Income,3
58555,927732,Moderate Income,3
58555,927141,Moderate Income,3
58555,927153,Moderate Income,3
58555,927613,Moderate Income,3
58555,820177,Moderate Income,2
58555,927614,Moderate Income,3
58555,969934,Moderate Income,3
58555,974491,Moderate Income,3
58555,974492,Moderate Income,3
58555,974490,Moderate Income,3
58562,100435,Other,1
58562,100435,Very Low Income,142
58589,306817,Low Income,2
58589,306817,Middle Income,1
58589,306817,Very Low Income,1
58589,330972,Low Income,3
58589,330972,Middle Income,2
58589,330972,Very Low Income,1
58589,381667,Low Income,7
58589,381667,Middle Income,1
58589,381667,Moderate Income,5
58589,381667,Very Low Income,2
58589,330961,Low Income,4
58589,330961,Very Low Income,2
58589,338936,Low Income,3
58589,338936,Middle Income,1
58589,358151,Low Income,4
58589,358074,Low Income,2
58589,358074,Middle Income,1
58589,358074,Moderate Income,1
58589,358074,Very Low Income,1
58589,381673,Low Income,1
58589,381673,Other,1
58589,381673,Very Low Income,2
58589,358228,Low Income,2
58589,358228,Middle Income,1
58589,358228,Very Low Income,1
58589,330965,Low Income,4
58589,330965,Moderate Income,1
58589,330965,Very Low Income,1
58589,358136,Low Income,4
58589,358136,Moderate Income,2
58589,332727,Low Income,4
58589,306841,Low Income,4
58589,306841,Moderate Income,1
58589,330962,Low Income,4
58589,330962,Very Low Income,2
58589,317083,Low Income,1
58589,317083,Middle Income,1
58589,317083,Moderate Income,1
58589,330821,Low Income,4
58589,330821,Middle Income,2
58589,330821,Very Low Income,1
58589,330959,Low Income,2
58589,330959,Middle Income,1
58589,330959,Moderate Income,1
58589,330959,Other,1
58589,330959,Very Low Income,1
58589,381669,Low Income,6
58589,381669,Moderate Income,1
58608,110045,Low Income,39
58608,110036,Low Income,56
58608,111345,Low Income,12
58608,93379,Low Income,2
58608,93375,Low Income,15
58608,93371,Low Income,8
58608,110042,Low Income,50
58608,93374,Low Income,20
58608,93376,Low Income,15
58608,93377,Low Income,28
58608,60011,Low Income,25
58621,972781,Low Income,113
58621,972781,Moderate Income,43
58621,972781,Other,1
58621,972781,Very Low Income,17
58623,976713,Extremely Low Income,12
58623,976713,Low Income,67
58623,976713,Moderate Income,22
58623,976713,Other,1
58623,976713,Very Low Income,12
58625,967648,Low Income,105
58625,967648,Moderate Income,60
58625,967648,Other,1
58625,967648,Very Low Income,66
58631,967649,Low Income,25
58638,973182,Extremely Low Income,23
58638,973182,Low Income,130
58658,19358,Extremely Low Income,2
58658,19358,Very Low Income,5
58658,525,Extremely Low Income,6
58658,525,Very Low Income,3
58658,2544,Extremely Low Income,4
58658,2544,Very Low Income,4
58658,19615,Extremely Low Income,4
58658,19615,Very Low Income,6
58658,18802,Extremely Low Income,6
58658,18802,Very Low Income,2
58659,63863,Low Income,19
58659,63863,Middle Income,7
58659,63863,Other,1
58659,63863,Very Low Income,6
58659,63861,Low Income,4
58659,63861,Middle Income,3
58659,63861,Very Low Income,1
58659,63868,Low Income,7
58659,63868,Middle Income,3
58659,63868,Very Low Income,1
58659,95597,Low Income,15
58659,95597,Middle Income,6
58659,95597,Very Low Income,4
58659,63895,Low Income,11
58659,63895,Middle Income,5
58659,63895,Other,1
58659,63895,Very Low Income,3
58659,63867,Low Income,9
58659,63867,Very Low Income,1
58659,58983,Low Income,2
58659,58983,Middle Income,1
58659,58983,Other,1
58659,58983,Very Low Income,1
58661,221786,Low Income,9
58661,221786,Moderate Income,5
58666,968251,Extremely Low Income,88
58666,968251,Low Income,12
58666,968251,Other,1
58666,968251,Very Low Income,25
58671,976883,Extremely Low Income,54
58671,976883,Low Income,27
58671,976883,Very Low Income,8
58733,968123,Extremely Low Income,8
58733,968123,Low Income,22
58780,990171,Extremely Low Income,104
58780,990171,Low Income,55
58780,990171,Other,1
58780,990171,Very Low Income,115
58790,396881,Extremely Low Income,94
58790,396881,Other,1
58792,807660,Extremely Low Income,135
58792,199381,Extremely Low Income,135
58792,807687,Extremely Low Income,135
58792,807686,Extremely Low Income,135
58793,974501,Extremely Low Income,48
58793,974501,Low Income,20
58823,381604,Low Income,5
58823,381604,Moderate Income,1
58829,64797,Extremely Low Income,15
58829,64797,Low Income,7
58829,64797,Other,1
58829,64797,Very Low Income,45
58855,326588,Low Income,16
58855,326588,Moderate Income,1
58855,326587,Low Income,19
58855,326587,Other,1
58855,326592,Low Income,17
58860,295903,Very Low Income,4
58860,381529,Extremely Low Income,1
58860,381529,Very Low Income,5
58860,205661,Low Income,2
58860,205661,Very Low Income,3
58860,307575,Very Low Income,8
58860,374980,Extremely Low Income,2
58860,374980,Low Income,1
58860,374980,Other,1
58860,374980,Very Low Income,14
58860,396451,Extremely Low Income,1
58860,396451,Low Income,2
58860,149202,Extremely Low Income,1
58860,149202,Low Income,8
58860,149202,Other,1
58860,149202,Very Low Income,6
58860,385683,Extremely Low Income,2
58860,385683,Low Income,3
58860,385683,Very Low Income,8
58860,308351,Very Low Income,2
58860,396472,Low Income,19
58860,396472,Moderate Income,4
58860,396472,Other,1
58860,396472,Very Low Income,11
58860,295940,Low Income,3
58860,320854,Low Income,6
58860,374712,Very Low Income,12
58860,205680,Extremely Low Income,1
58860,205680,Low Income,6
58860,205680,Very Low Income,1
58860,153764,Extremely Low Income,3
58860,153764,Low Income,2
58860,153764,Very Low Income,3
58860,374118,Extremely Low Income,2
58860,374118,Low Income,4
58860,374118,Very Low Income,2
58860,396434,Extremely Low Income,2
58860,396434,Low Income,1
58860,396434,Very Low Income,1
58860,307569,Extremely Low Income,7
58860,307569,Low Income,27
58860,307569,Other,1
58860,307569,Very Low Income,65
58860,183431,Low Income,5
58860,183431,Moderate Income,1
58860,183431,Very Low Income,6
58860,385685,Extremely Low Income,3
58860,385685,Low Income,8
58860,385685,Other,1
58860,385685,Very Low Income,4
58860,205669,Low Income,4
58860,205669,Very Low Income,4
58860,205677,Extremely Low Income,1
58860,205677,Low Income,1
58860,205677,Other,1
58860,205677,Very Low Income,3
58860,352618,Extremely Low Income,2
58860,352618,Low Income,2
58860,352618,Very Low Income,3
58860,352156,Extremely Low Income,6
58860,352156,Low Income,6
58860,352156,Other,1
58860,352156,Very Low Income,12
58860,326267,Extremely Low Income,1
58860,326267,Low Income,7
58860,326267,Other,1
58860,326267,Very Low Income,7
58860,357208,Very Low Income,4
58860,387117,Very Low Income,3
58860,208142,Low Income,2
58860,208142,Very Low Income,10
58860,373966,Extremely Low Income,10
58860,373966,Low Income,7
58860,373966,Moderate Income,1
58860,373966,Other,1
58860,373966,Very Low Income,10
58860,205675,Very Low Income,3
58860,295910,Low Income,3
58860,295910,Very Low Income,5
58860,351984,Extremely Low Income,1
58860,351984,Low Income,3
58860,351984,Very Low Income,2
58860,296012,Extremely Low Income,2
58860,296012,Very Low Income,5
58860,823290,Extremely Low Income,1
58860,823290,Low Income,13
58860,823290,Moderate Income,1
58860,823290,Very Low Income,14
58860,291510,Extremely Low Income,2
58860,291510,Low Income,1
58860,291510,Very Low Income,8
58860,308360,Very Low Income,3
58860,341053,Extremely Low Income,2
58860,341053,Very Low Income,1
58860,287584,Low Income,1
58860,287584,Very Low Income,10
58860,215386,Extremely Low Income,2
58860,215386,Low Income,5
58860,215386,Moderate Income,1
58860,215386,Other,1
58860,215386,Very Low Income,27
58860,387109,Very Low Income,3
58860,149203,Extremely Low Income,7
58860,149203,Low Income,4
58860,149203,Very Low Income,5
58860,183367,Extremely Low Income,1
58860,183367,Low Income,2
58860,183367,Very Low Income,7
58860,352634,Extremely Low Income,1
58860,352634,Low Income,4
58860,352634,Very Low Income,2
58863,104323,Low Income,11
58863,104323,Very Low Income,4
58863,78834,Low Income,27
58863,78834,Very Low Income,5
58863,842309,Low Income,30
58863,116542,Low Income,22
58863,65479,Low Income,24
58863,65479,Very Low Income,19
58863,116554,Low Income,18
58863,116554,Moderate Income,2
58863,116554,Very Low Income,5
58863,81457,Moderate Income,3
58863,81457,Very Low Income,1
58863,65828,Low Income,8
58863,92750,Low Income,1
58863,92750,Moderate Income,1
58863,115563,Low Income,2
58863,115563,Moderate Income,1
58863,45604,Low Income,7
58863,45604,Very Low Income,2
58863,104324,Low Income,15
58863,91415,Low Income,8
58863,103709,Low Income,6
58863,64635,Low Income,11
58863,64635,Very Low Income,5
58863,104325,Low Income,11
58863,104325,Very Low Income,5
58863,115285,Low Income,17
58863,115285,Very Low Income,10
58863,822663,Low Income,14
58863,822663,Very Low Income,32
58863,92749,Low Income,6
58864,344530,Low Income,1
58864,344530,Very Low Income,5
58864,329095,Low Income,1
58864,329095,Very Low Income,3
58864,311887,Low Income,1
58864,311887,Very Low Income,5
58864,329139,Extremely Low Income,1
58864,329139,Low Income,2
58864,329139,Very Low Income,3
58864,311892,Extremely Low Income,2
58864,311892,Low Income,2
58864,311892,Very Low Income,12
58864,378231,Extremely Low Income,1
58864,378231,Low Income,1
58864,378231,Very Low Income,4
58864,378230,Low Income,2
58864,378230,Very Low Income,4
58864,366659,Extremely Low Income,2
58864,366659,Low Income,3
58864,366659,Very Low Income,6
58871,97372,Extremely Low Income,7
58871,97372,Other,1
58871,97372,Very Low Income,12
58871,64740,Extremely Low Income,3
58871,64740,Very Low Income,17
58871,109490,Extremely Low Income,27
58871,109490,Other,1
58871,109490,Very Low Income,36
58871,64863,Extremely Low Income,15
58871,64863,Very Low Income,9
58871,112824,Extremely Low Income,10
58871,112824,Very Low Income,12
58871,109521,Extremely Low Income,6
58871,109521,Other,1
58871,109521,Very Low Income,30
58876,64056,Extremely Low Income,94
58876,64056,Low Income,1
58876,64056,Other,1
58876,64056,Very Low Income,1
58876,62785,Extremely Low Income,93
58876,62785,Low Income,1
58876,62785,Other,1
58876,62785,Very Low Income,2
58885,806532,Low Income,1
58885,806532,Very Low Income,6
58885,52766,Low Income,4
58885,52766,Very Low Income,6
58885,806341,Low Income,1
58885,806341,Very Low Income,6
58887,804767,Extremely Low Income,1
58887,804767,Low Income,10
58887,804767,Very Low Income,14
58887,21360,Extremely Low Income,4
58887,21360,Low Income,13
58887,21360,Other,1
58887,21360,Very Low Income,11
58889,12608,Extremely Low Income,39
58889,12608,Low Income,279
58889,12608,Moderate Income,1
58889,12608,Other,1
58889,12608,Very Low Income,7
58891,19843,Extremely Low Income,1
58891,19843,Low Income,10
58891,19843,Very Low Income,3
58891,19381,Low Income,1
58891,19381,Very Low Income,7
58891,19787,Low Income,1
58891,19787,Very Low Income,9
58891,19568,Low Income,14
58891,19568,Very Low Income,16
58891,19793,Low Income,1
58891,19793,Very Low Income,4
58891,1225,Low Income,2
58891,1225,Very Low Income,1
58891,1280,Low Income,2
58891,1280,Other,1
58891,1280,Very Low Income,8
58891,20397,Very Low Income,4
58891,19576,Low Income,10
58891,19576,Other,1
