Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
57437,CONFIDENTIAL,Homeowner Assistance Program,06/17/2014,06/17/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57450,CONFIDENTIAL,Homeowner Assistance Program,06/04/2014,06/04/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57453,CONFIDENTIAL,Homeowner Assistance Program,04/03/2014,04/03/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57456,CONFIDENTIAL,Homeowner Assistance Program,02/27/2014,02/27/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57458,CONFIDENTIAL,Homeowner Assistance Program,03/07/2014,03/07/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57459,CONFIDENTIAL,Homeowner Assistance Program,01/22/2014,01/22/2014,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57472,CONFIDENTIAL,Homeowner Assistance Program,03/21/2014,03/21/2014,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57503,416 KENT,Multifamily Incentives Program,06/04/2015,08/22/2019,No,Non Prevailing Wage,421a,0,26,26,0,13,0,65,0,65,251,0
57504,420 KENT,Multifamily Incentives Program,06/04/2015,03/16/2020,No,Non Prevailing Wage,421a,0,0,121,0,0,0,121,0,121,605,0
57533,CROWN GARDENS HOUSING CORPORATION,Multifamily Finance Program,09/08/2016,,No,Non Prevailing Wage,,3,229,6,0,0,1,0,239,239,239,0
57548,CONFIDENTIAL,Homeowner Assistance Program,04/10/2015,04/10/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57550,CONFIDENTIAL,Homeowner Assistance Program,04/07/2015,04/07/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57557,CONFIDENTIAL,Homeowner Assistance Program,04/09/2015,04/09/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57560,CONFIDENTIAL,Homeowner Assistance Program,04/08/2015,04/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57565,CONFIDENTIAL,Homeowner Assistance Program,04/10/2015,04/10/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57567,CONFIDENTIAL,Homeowner Assistance Program,04/10/2015,04/10/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57570,CONFIDENTIAL,Homeowner Assistance Program,04/09/2015,04/09/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57575,CONFIDENTIAL,Homeowner Assistance Program,04/21/2015,04/21/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57578,CONFIDENTIAL,Homeowner Assistance Program,04/15/2015,04/15/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57581,CONFIDENTIAL,Homeowner Assistance Program,04/02/2015,04/02/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57585,CONFIDENTIAL,Homeowner Assistance Program,04/16/2015,04/16/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57603,CONFIDENTIAL,Homeowner Assistance Program,04/23/2015,04/23/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57642,404 East 10 Street HDFC,Multifamily Incentives Program,12/30/2015,12/30/2015,Yes,Non Prevailing Wage,Article XI,0,0,0,11,0,0,0,11,11,11,0
57668,WSFSSH. 275 EAST138TH ST. TRES PUENTES,Multifamily Finance Program,05/19/2016,12/31/2018,No,Prevailing Wage,420c,175,0,0,0,0,0,175,0,175,175,175
57758,MANHATTANVILLE PHASE I,Multifamily Finance Program,10/21/2016,10/21/2016,Yes,Non Prevailing Wage,Article XI,0,0,20,0,0,0,0,20,20,43,0
57772,Douglaston.155-175 Friendship Lane. Seaview C,Multifamily Finance Program,06/29/2016,08/07/2018,No,Prevailing Wage,420c,160,0,0,0,0,1,161,0,161,161,160
57784,CONFIDENTIAL,Homeowner Assistance Program,05/29/2015,07/09/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
57802,CONFIDENTIAL,Homeowner Assistance Program,05/21/2015,05/21/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57806,CONFIDENTIAL,Homeowner Assistance Program,05/14/2015,05/14/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57807,CONFIDENTIAL,Homeowner Assistance Program,05/12/2015,05/12/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57809,CONFIDENTIAL,Homeowner Assistance Program,05/08/2015,05/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57813,CONFIDENTIAL,Homeowner Assistance Program,05/06/2015,05/06/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57816,CONFIDENTIAL,Homeowner Assistance Program,05/29/2015,05/29/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57819,CONFIDENTIAL,Homeowner Assistance Program,05/06/2015,05/06/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57824,CONFIDENTIAL,Homeowner Assistance Program,05/20/2015,05/20/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
57827,CONFIDENTIAL,Homeowner Assistance Program,05/15/2015,05/15/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57829,CONFIDENTIAL,Homeowner Assistance Program,05/21/2015,05/21/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
57864,1519-1535 BEDFORD AVENUE,Multifamily Incentives Program,04/28/2016,10/31/2019,No,Non Prevailing Wage,421a,0,0,35,21,0,0,56,0,56,175,0
57999,CONFIDENTIAL,Homeowner Assistance Program,06/03/2015,06/03/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58005,CONFIDENTIAL,Homeowner Assistance Program,06/08/2015,06/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58015,284-298 East 162nd Street,Multifamily Finance Program,06/30/2016,07/20/2018,No,Non Prevailing Wage,420c,37,0,88,0,0,1,126,0,126,126,0
58026,CONFIDENTIAL,Homeowner Assistance Program,06/08/2015,06/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58035,CONFIDENTIAL,Homeowner Assistance Program,06/08/2015,06/08/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58174,CONFIDENTIAL,Homeowner Assistance Program,06/03/2015,12/01/2015,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
58176,CONFIDENTIAL,Homeowner Assistance Program,08/07/2014,08/07/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58177,CONFIDENTIAL,Homeowner Assistance Program,09/17/2014,09/17/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58178,CONFIDENTIAL,Homeowner Assistance Program,07/17/2014,07/17/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58179,CONFIDENTIAL,Homeowner Assistance Program,10/28/2014,10/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58180,CONFIDENTIAL,Homeowner Assistance Program,10/29/2014,10/29/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58181,CONFIDENTIAL,Homeowner Assistance Program,07/25/2014,07/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58182,CONFIDENTIAL,Homeowner Assistance Program,07/28/2014,07/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58183,CONFIDENTIAL,Homeowner Assistance Program,08/04/2014,08/04/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58184,CONFIDENTIAL,Homeowner Assistance Program,08/07/2014,08/07/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58185,CONFIDENTIAL,Homeowner Assistance Program,08/13/2014,08/13/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58188,CONFIDENTIAL,Homeowner Assistance Program,10/30/2014,10/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58189,CONFIDENTIAL,Homeowner Assistance Program,11/06/2014,11/06/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58190,CONFIDENTIAL,Homeowner Assistance Program,09/04/2014,09/04/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58191,CONFIDENTIAL,Homeowner Assistance Program,11/10/2014,11/10/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58192,CONFIDENTIAL,Homeowner Assistance Program,09/19/2014,09/19/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58193,CONFIDENTIAL,Homeowner Assistance Program,11/24/2014,11/24/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58194,CONFIDENTIAL,Homeowner Assistance Program,09/24/2014,09/24/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58195,CONFIDENTIAL,Homeowner Assistance Program,09/25/2014,09/25/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58196,CONFIDENTIAL,Homeowner Assistance Program,09/30/2014,09/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58197,CONFIDENTIAL,Homeowner Assistance Program,10/02/2014,10/02/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58198,CONFIDENTIAL,Homeowner Assistance Program,10/09/2014,10/09/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58199,CONFIDENTIAL,Homeowner Assistance Program,09/12/2014,09/12/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58200,CONFIDENTIAL,Homeowner Assistance Program,10/21/2014,10/21/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58204,CONFIDENTIAL,Homeowner Assistance Program,05/08/2015,05/08/2015,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
58211,CONFIDENTIAL,Homeowner Assistance Program,08/14/2014,08/14/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58212,CONFIDENTIAL,Homeowner Assistance Program,08/19/2014,08/19/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58213,CONFIDENTIAL,Homeowner Assistance Program,08/27/2014,08/27/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58214,CONFIDENTIAL,Homeowner Assistance Program,08/28/2014,08/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58215,CONFIDENTIAL,Homeowner Assistance Program,08/28/2014,08/28/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58217,CONFIDENTIAL,Homeowner Assistance Program,09/03/2014,09/03/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58218,CONFIDENTIAL,Homeowner Assistance Program,09/11/2014,09/11/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58220,CONFIDENTIAL,Homeowner Assistance Program,07/07/2014,07/07/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58221,CONFIDENTIAL,Homeowner Assistance Program,07/11/2014,07/11/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58222,CONFIDENTIAL,Homeowner Assistance Program,07/14/2014,07/14/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58223,CONFIDENTIAL,Homeowner Assistance Program,07/16/2014,07/16/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58224,CONFIDENTIAL,Homeowner Assistance Program,07/16/2014,07/16/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58225,CONFIDENTIAL,Homeowner Assistance Program,07/17/2014,07/17/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58226,CONFIDENTIAL,Homeowner Assistance Program,09/05/2014,09/05/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58227,CONFIDENTIAL,Homeowner Assistance Program,10/30/2014,10/30/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58229,CONFIDENTIAL,Homeowner Assistance Program,09/03/2014,09/03/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58235,Phipps. 760-770 East Tremont.Lee Goodwin Residence,Multifamily Finance Program,07/06/2016,10/04/2018,No,Prevailing Wage,420c,60,0,0,0,0,1,61,0,61,61,0
58241,CONFIDENTIAL,Homeowner Assistance Program,05/01/2015,05/01/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
58246,CONFIDENTIAL,Homeowner Assistance Program,09/09/2014,09/09/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58247,CONFIDENTIAL,Homeowner Assistance Program,09/11/2014,09/11/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58248,CONFIDENTIAL,Homeowner Assistance Program,12/04/2014,12/04/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58249,CONFIDENTIAL,Homeowner Assistance Program,12/15/2014,12/15/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58250,CONFIDENTIAL,Homeowner Assistance Program,12/23/2014,12/23/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58254,CONFIDENTIAL,Homeowner Assistance Program,12/26/2014,12/26/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58255,CONFIDENTIAL,Homeowner Assistance Program,01/08/2015,01/08/2015,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58280,CONFIDENTIAL,Homeowner Assistance Program,06/22/2015,06/22/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58282,CONFIDENTIAL,Homeowner Assistance Program,06/11/2015,06/11/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58289,CONFIDENTIAL,Homeowner Assistance Program,11/24/2014,11/24/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58290,CONFIDENTIAL,Homeowner Assistance Program,12/03/2014,12/03/2014,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58291,CONFIDENTIAL,Homeowner Assistance Program,01/09/2015,01/09/2015,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58292,CONFIDENTIAL,Homeowner Assistance Program,01/29/2015,01/29/2015,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58302,305 E. 171ST STREET HDFC,Multifamily Finance Program,09/23/2016,01/03/2020,No,Non Prevailing Wage,Article XI,2,6,0,0,0,1,0,9,9,9,0
58323,CONFIDENTIAL,Homeowner Assistance Program,06/29/2015,10/01/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
58363,CONFIDENTIAL,Homeowner Assistance Program,06/30/2015,06/30/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58367,CONFIDENTIAL,Homeowner Assistance Program,06/30/2015,06/30/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58388,COMUNILIFE. 1815 WEST FARMS ROAD,Multifamily Finance Program,01/19/2017,12/14/2018,No,Non Prevailing Wage,420c,80,0,0,0,0,1,81,0,81,81,0
58450,New Settlement Apartments,Multifamily Finance Program,06/28/2016,08/21/2018,No,Non Prevailing Wage,420c,23,459,393,15,0,3,893,0,893,893,0
58458,Concern Bergen (20126043),Multifamily Incentives Program,02/11/2014,06/19/2017,No,Non Prevailing Wage,420c,55,34,0,0,0,1,90,0,90,90,0
58470,945-947 East 94th Street,Multifamily Finance Program,05/12/2016,05/12/2016,Yes,Non Prevailing Wage,Article XI,0,1,28,11,0,1,41,0,41,41,0
58479,SOUNDVIEW HOMES - PHASE III,Multifamily Finance Program,09/30/2020,,No,Non Prevailing Wage,Article XI,0,0,0,72,0,0,0,72,72,72,0
58480,Story Avenue East,Multifamily Finance Program,06/22/2016,02/20/2020,No,Non Prevailing Wage,Article XI,0,0,169,42,0,1,212,0,212,212,0
58491,Locust Manor Family II (20136069),Multifamily Incentives Program,10/30/2014,03/28/2016,No,Non Prevailing Wage,421a,8,3,42,0,0,1,54,0,54,54,0
58492,333 Lenox Rd (20136053),Multifamily Incentives Program,12/24/2014,06/27/2019,No,Non Prevailing Wage,420c,8,12,37,0,0,1,58,0,58,58,57
58494,Bay Street Senior Housing (20136026),Multifamily Incentives Program,01/05/2015,03/21/2023,No,Non Prevailing Wage,420c,0,66,0,0,0,1,67,0,67,67,66
58500,CONFIDENTIAL,Homeowner Assistance Program,07/01/2015,07/01/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
58503,CONFIDENTIAL,Homeowner Assistance Program,07/01/2015,08/05/2015,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
58504,Marcy Sheridan Apartments (20146009),Multifamily Incentives Program,04/27/2015,10/30/2017,No,Non Prevailing Wage,420c,0,52,6,15,0,1,74,0,74,74,0
58505,Navy Pier Apartments (20140207),Multifamily Incentives Program,08/19/2014,10/16/2017,No,Non Prevailing Wage,421a,0,0,115,0,0,1,116,0,116,571,0
58506,625 West 57th Street Apartments (20140275),Multifamily Incentives Program,10/16/2014,08/28/2020,No,Non Prevailing Wage,421a,0,142,0,0,0,1,143,0,143,709,0
58508,BAM South Apartments (20140284),Multifamily Incentives Program,12/03/2014,02/04/2021,No,Non Prevailing Wage,421a,0,0,76,0,0,1,77,0,77,378,0
58510,Maria Isabel Apartments (20140296),Multifamily Incentives Program,12/09/2014,02/10/2017,No,Non Prevailing Wage,420c,0,0,98,0,0,1,99,0,99,99,98
58511,Canaan House (20140287),Multifamily Incentives Program,12/18/2014,,No,Non Prevailing Wage,Article II,0,3,142,0,0,1,146,0,146,146,0
58513,Marcus Garvey Apartments (20140295),Multifamily Incentives Program,12/16/2014,12/30/2020,No,Non Prevailing Wage,Article II,0,0,623,0,0,2,625,0,625,625,0
58514,CABS Senior Housing (20140198),Multifamily Incentives Program,05/09/2014,07/14/2016,No,Non Prevailing Wage,420c,0,0,110,0,0,1,111,0,111,111,110
58515,Bay Park I Apartments (20140285),Multifamily Incentives Program,06/10/2015,,No,Non Prevailing Wage,Article II,0,0,332,0,0,2,334,0,334,334,0
58516,Bay Park II Apartments (20140286),Multifamily Incentives Program,06/10/2015,,No,Non Prevailing Wage,Article II,0,0,336,0,0,2,338,0,338,338,0
58517,Smith Woodward Apartments (20150005),Multifamily Incentives Program,05/12/2015,07/30/2020,No,Non Prevailing Wage,Article II,0,0,100,40,0,1,141,0,141,141,0
58521,505 WEST 43RD STREET,Multifamily Incentives Program,06/09/2017,09/29/2022,No,Non Prevailing Wage,Article XI,0,0,9,0,0,0,0,9,9,123,0
58555,MOTHER GASTON-HINSDALE,Small Homes Program,06/19/2018,,No,Non Prevailing Wage,,0,0,0,50,0,0,33,17,50,50,0
58562,Lindville Housing,Multifamily Finance Program,06/30/2016,03/07/2021,No,Non Prevailing Wage,J-51,0,142,0,0,0,1,0,143,143,143,0
58568,CONFIDENTIAL,Homeowner Assistance Program,07/17/2015,10/30/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
58587,CONFIDENTIAL,Homeowner Assistance Program,07/20/2015,07/31/2015,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,1
58589,Madison EDJ LLC,Multifamily Finance Program,06/29/2016,,No,Non Prevailing Wage,Article XI,0,15,61,13,11,2,102,0,102,102,0
58608,DON L.W. RESYNDICATION,Multifamily Finance Program,06/29/2016,12/01/2017,No,Non Prevailing Wage,420c,0,0,270,0,0,0,270,0,270,270,0
58614,CONFIDENTIAL,Homeowner Assistance Program,07/30/2015,07/30/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58616,CONFIDENTIAL,Homeowner Assistance Program,07/23/2015,07/23/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
58621,TREE OF LIFE,Multifamily Finance Program,05/24/2017,,No,Non Prevailing Wage,Article XI,0,17,113,43,0,1,174,0,174,174,0
58623,BRONXVIEW AT SERVIAM,Multifamily Finance Program,06/22/2018,08/26/2021,No,Non Prevailing Wage,Article XI,12,12,67,22,0,1,114,0,114,114,0
58625,ONE FLUSHING,Multifamily Finance Program,12/29/2016,03/25/2020,No,Non Prevailing Wage,Article XI,0,66,105,60,0,1,232,0,232,232,66
58631,603 JACKSON AVENUE,Small Homes Program,11/30/2016,11/04/2020,No,Non Prevailing Wage,Article XI,0,0,25,0,0,0,25,0,25,25,0
58638,491 Gerard Avenue,Multifamily Finance Program,06/23/2016,07/05/2018,No,Non Prevailing Wage,Article XI,23,0,130,0,0,0,153,0,153,153,0
58658,LA CASA NUESTRA HDFC.YR15.FY17,Multifamily Finance Program,11/03/2016,,No,Non Prevailing Wage,420c,22,20,0,0,0,0,42,0,42,42,0
58659,Melrose Estates,Multifamily Finance Program,06/28/2016,02/18/2020,No,Non Prevailing Wage,420c,0,17,67,0,25,3,112,0,112,112,0
58661,RICOS PLACE HDFC.YR15.FY18,Multifamily Finance Program,12/27/2017,02/02/2021,No,Non Prevailing Wage,420c,0,0,9,5,0,0,14,0,14,14,0
58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,Multifamily Finance Program,06/28/2018,09/22/2020,No,Prevailing Wage,420c,88,25,12,0,0,1,126,0,126,126,0
58667,140 JOHNSON AVENUE,Multifamily Incentives Program,06/08/2017,05/10/2018,No,Non Prevailing Wage,420c,0,0,22,0,0,0,22,0,22,23,0
58671,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,Multifamily Finance Program,05/12/2017,12/20/2018,No,Non Prevailing Wage,420c,54,8,27,0,0,0,89,0,89,89,0
58677,CONFIDENTIAL,Homeowner Assistance Program,07/22/2015,07/22/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58680,CONFIDENTIAL,Homeowner Assistance Program,07/29/2015,07/29/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58682,CONFIDENTIAL,Homeowner Assistance Program,07/29/2015,07/29/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58697,MONTAGUE PIERREPONT APARTMENTS,Multifamily Incentives Program,11/15/2016,01/09/2020,No,Non Prevailing Wage,421a,0,9,9,0,5,0,23,0,23,86,0
58712,CONFIDENTIAL,Homeowner Assistance Program,08/11/2015,12/03/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
58716,CONFIDENTIAL,Homeowner Assistance Program,07/01/2015,07/01/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58718,CONFIDENTIAL,Homeowner Assistance Program,07/15/2015,07/15/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58721,CONFIDENTIAL,Homeowner Assistance Program,07/07/2015,07/07/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58723,CONFIDENTIAL,Homeowner Assistance Program,07/31/2015,07/31/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58725,CONFIDENTIAL,Homeowner Assistance Program,07/22/2015,07/22/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58733,3365 Third Avenue,Small Homes Program,06/30/2016,08/16/2018,No,Non Prevailing Wage,420c,8,0,22,0,0,0,30,0,30,30,0
58756,977 MANHATTAN AVENUE,Multifamily Incentives Program,01/05/2017,12/12/2019,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,14,0
58774,CONFIDENTIAL,Homeowner Assistance Program,08/18/2015,08/18/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58776,CONFIDENTIAL,Homeowner Assistance Program,08/14/2015,08/14/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58777,CONFIDENTIAL,Homeowner Assistance Program,08/11/2015,08/11/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58778,CONFIDENTIAL,Homeowner Assistance Program,08/12/2015,08/12/2015,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58779,CONFIDENTIAL,Homeowner Assistance Program,08/12/2015,08/12/2015,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
58780,DINSMORE CHESTNUT,Multifamily Finance Program,12/20/2019,,No,Non Prevailing Wage,420c,104,115,55,0,0,1,275,0,275,275,0
58789,French Apartments,Multifamily Finance Program,05/26/2016,05/26/2016,Yes,Non Prevailing Wage,Article XI,136,15,14,9,0,0,174,0,174,174,0
58790,RBSCC.297 Wilson Ave. Plaza de los Ancianos,Multifamily Finance Program,06/27/2016,08/25/2016,No,Non Prevailing Wage,,94,0,0,0,0,1,95,0,95,95,95
58792,KINGS BAY HOUSING CO. INC. II,Multifamily Finance Program,06/15/2016,11/19/2018,No,Non Prevailing Wage,,540,0,0,0,0,0,0,540,540,540,0
58793,PCMH. 500 GATES AVENUE,Multifamily Finance Program,12/08/2016,10/11/2018,No,Prevailing Wage,420c,48,0,20,0,0,0,68,0,68,68,0
58799,HALLETTS POINT ONE (HLP1),Multifamily Incentives Program,06/09/2016,12/30/2019,No,Non Prevailing Wage,421a,0,0,81,0,0,0,81,0,81,405,0
58823,404 QUINCY STREET,Multifamily Finance Program,08/17/2016,03/05/2018,No,Non Prevailing Wage,J-51 Enriched,0,0,5,1,0,0,6,0,6,6,0
58829,JDD COURT HDFC,Multifamily Finance Program,12/21/2016,02/08/2018,No,Non Prevailing Wage,,15,45,7,0,0,1,68,0,68,68,0
58852,120 FIFTH AVENUE,Multifamily Finance Program,05/18/2022,,No,Non Prevailing Wage,,0,18,23,4,0,0,45,0,45,180,0
58855,Lincoln Place,Multifamily Finance Program,06/28/2016,08/10/2020,No,Non Prevailing Wage,J-51 Enriched,0,0,52,1,0,1,54,0,54,54,0
58860,BEC CONTINUUM HDFC.YR15.FY2017,Multifamily Finance Program,06/30/2017,09/16/2020,No,Non Prevailing Wage,420c,64,306,162,8,0,10,550,0,550,550,0
58863,Bronx Shepherds,Multifamily Finance Program,03/08/2016,08/02/2018,No,Non Prevailing Wage,Article XI,0,88,238,7,0,0,333,0,333,333,9
58864,US LOTTPORT HDFC.YR15.FY2017,Multifamily Finance Program,12/28/2016,04/02/2019,No,Non Prevailing Wage,420c,6,42,13,0,0,0,61,0,61,61,0
58870,El Caribe Apartments,Multifamily Finance Program,03/02/2016,03/02/2016,No,Non Prevailing Wage,420c,0,10,34,0,5,0,49,0,49,49,0
58871,SHERMAN CLUSTER HDFC.YR15.FY21,Multifamily Finance Program,06/30/2021,,No,Non Prevailing Wage,420c,68,116,0,0,0,3,187,0,187,187,18
